Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST ","JACKSON","MS","39202","Hinds","Hours of physical-restraint use","0.00","0","3142","","Hours of seclusion","0.00","0","3142","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","92.48%","209","226","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","83.63%","189","226","","Alcohol Use Screening","91.41%","149","163","","Tobacco Use Screening","98.35%","179","182","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","16","","0.00%","0","16","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","40.48%","17","42","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","107","107","","Healthcare Personnel Influenza Vaccination","100","26","26","","10/01/2015","03/31/2016"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY ","PICAYUNE","MS","39466","Pearl River","Hours of physical-restraint use","0.00","0","2424","","Hours of seclusion","0.00","0","2424","","Patients discharged on multiple antipsychotic medications with appropriate justification","94.44%","17","18","","Post-discharge continuing care plan created","100.00%","204","204","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.67%","187","204","","Alcohol Use Screening","68.14%","139","204","","Tobacco Use Screening","93.14%","190","204","","Tobacco Use Treatment (during the hospital stay)","65.63%","21","32","","65.63%","21","32","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.89%","22","45","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","76.84%","73","95","","Healthcare Personnel Influenza Vaccination","59","17","29","","10/01/2015","03/31/2016"
"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD ","GULFPORT","MS","39503","Harrison","Hours of physical-restraint use","0.00","0","6330","","Hours of seclusion","0.00","0","6330","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","360","360","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","360","360","","Alcohol Use Screening","100.00%","377","377","","Tobacco Use Screening","100.00%","376","376","","Tobacco Use Treatment (during the hospital stay)","95.92%","94","98","","22.45%","22","98","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.78%","19","36","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","178","178","","Healthcare Personnel Influenza Vaccination","89","56","63","","10/01/2015","03/31/2016"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR ","SENATOBIA","MS","38668","Tate","Hours of physical-restraint use","0.00","0","1720","","Hours of seclusion","0.00","0","1720","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Post-discharge continuing care plan created","100.00%","142","142","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","142","142","","Alcohol Use Screening","100.00%","142","142","","Tobacco Use Screening","100.00%","142","142","","Tobacco Use Treatment (during the hospital stay)","100.00%","142","142","","100.00%","142","142","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","0.00%","0","31","","07/01/2014","06/30/2015","Influenza Immunization","100.00%","60","60","","Healthcare Personnel Influenza Vaccination","100","20","20","","10/01/2015","03/31/2016"
"250128","MERIT HEALTH BATESVILLE","303 MEDICAL CENTER DRIVE ","BATESVILLE","MS","38606","Panola","Hours of physical-restraint use","0.00","0","1853","","Hours of seclusion","0.00","0","1853","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.54%","173","183","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.54%","173","183","","Alcohol Use Screening","98.31%","174","177","","Tobacco Use Screening","96.65%","173","179","","Tobacco Use Treatment (during the hospital stay)","94.12%","32","34","","0.00%","0","34","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","33.33%","15","45","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","82","82","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2015","03/31/2016"
"250151","ALLIANCE HEALTH CENTER","5000 HIGHWAY 39 NORTH ","MERIDIAN","MS","39301","Lauderdale","Hours of physical-restraint use","0.01","9.63","29522","","Hours of seclusion","0.17","117.5","29522","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.45%","1056","1118","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","82.47%","922","1118","","Alcohol Use Screening","98.53%","470","477","","Tobacco Use Screening","99.79%","476","477","","Tobacco Use Treatment (during the hospital stay)","76.23%","247","324","","5.25%","17","324","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.71%","151","292","","22.26%","65","292","","07/01/2014","06/30/2015","Influenza Immunization","68.73%","255","371","","Healthcare Personnel Influenza Vaccination","90","228","253","","10/01/2015","03/31/2016"
"250163","PATIENTS CHOICE MEDICAL CENTER","347 MAGNOLIA DRIVE ","RALEIGH","MS","39153","Smith","Hours of physical-restraint use","0.00","0","1781","","Hours of seclusion","0.00","0","1781","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","122","122","","Post-discharge continuing care plan created","100.00%","132","132","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","132","132","","Alcohol Use Screening","0.00%","0","136","","Tobacco Use Screening","0.00%","0","136","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","136","","0.00%","0","136","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","74.36%","29","39","","35.90%","14","39","","07/01/2014","06/30/2015","Influenza Immunization","0.00%","0","74","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2015","03/31/2016"
"250168","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","960 AVENT DRIVE ","GRENADA","MS","38901","Grenada","Hours of physical-restraint use","0.00","0","1571","","Hours of seclusion","0.00","0","1571","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","22","22","","Post-discharge continuing care plan created","100.00%","155","155","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","155","155","","Alcohol Use Screening","100.00%","155","155","","Tobacco Use Screening","100.00%","155","155","","Tobacco Use Treatment (during the hospital stay)","100.00%","37","37","","0.00%","0","37","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","54.17%","13","24","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","0.00%","0","76","","Healthcare Personnel Influenza Vaccination","100","22","22","","10/01/2015","03/31/2016"
"251300","LACKEY MEMORIAL HOSPITAL","330 N BROAD STREET ","FOREST","MS","39074","Scott","Hours of physical-restraint use","0.00","0","2204","","Hours of seclusion","0.00","0","2204","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Post-discharge continuing care plan created","67.09%","157","234","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","66.24%","155","234","","Alcohol Use Screening","100.00%","152","152","","Tobacco Use Screening","100.00%","152","152","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","33","","0.00%","0","33","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.50%","27","40","","42.50%","17","40","","07/01/2014","06/30/2015","Influenza Immunization","39.76%","33","83","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2015","03/31/2016"
"251302","PIONEER COMMUNITY HOSPITAL OF ABERDEEN","400 S CHESTNUT STREET ","ABERDEEN","MS","39730","Monroe","Hours of physical-restraint use","0.00","0","2096","","Hours of seclusion","0.00","0","2096","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","58","58","","Post-discharge continuing care plan created","100.00%","169","169","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","169","169","","Alcohol Use Screening","100.00%","169","169","","Tobacco Use Screening","100.00%","169","169","","Tobacco Use Treatment (during the hospital stay)","100.00%","48","48","","100.00%","48","48","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","0.00%","0","71","","Healthcare Personnel Influenza Vaccination","60","18","30","","10/01/2015","03/31/2016"
"251317","SIMPSON GENERAL HOSPITAL CAH","1842 SIMPSON HIGHWAY 149 ","MENDENHALL","MS","39114","Simpson","Hours of physical-restraint use","0.00","0","2597","","Hours of seclusion","0.00","0","2597","","Patients discharged on multiple antipsychotic medications with appropriate justification","60.87%","14","23","","Post-discharge continuing care plan created","99.34%","150","151","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.34%","150","151","","Alcohol Use Screening","100.00%","33","33","","Tobacco Use Screening","100.00%","33","33","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.22%","21","41","","31.71%","13","41","","07/01/2014","06/30/2015","Influenza Immunization","25.88%","22","85","","Healthcare Personnel Influenza Vaccination","40","46","116","","10/01/2015","03/31/2016"
"251318","NORTH SUNFLOWER MEDICAL CENTER CAH","840 NORTH OAK AVENUE/PO BOX 369 ","RULEVILLE","MS","38771","Not Available","Hours of physical-restraint use","0.00","0","2579","","Hours of seclusion","0.00","0","2579","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","24","24","","Post-discharge continuing care plan created","100.00%","261","261","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","261","261","","Alcohol Use Screening","100.00%","261","261","","Tobacco Use Screening","100.00%","261","261","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.48%","16","33","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","132","132","","Healthcare Personnel Influenza Vaccination","73","11","15","","10/01/2015","03/31/2016"
"251320","CLAIBORNE COUNTY HOSPITAL","123 MCCOMB AVENUE ","PORT GIBSON","MS","39150","Claiborne","Hours of physical-restraint use","0.00","0","1607","","Hours of seclusion","0.00","0","1607","","Patients discharged on multiple antipsychotic medications with appropriate justification","97.22%","70","72","","Post-discharge continuing care plan created","67.39%","93","138","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","65.94%","91","138","","Alcohol Use Screening","100.00%","138","138","","Tobacco Use Screening","100.00%","138","138","","Tobacco Use Treatment (during the hospital stay)","100.00%","23","23","","100.00%","23","23","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.62%","31","52","","38.46%","20","52","","07/01/2014","06/30/2015","Influenza Immunization","100.00%","73","73","","Healthcare Personnel Influenza Vaccination","39","76","193","","10/01/2015","03/31/2016"
"251326","JEFFERSON DAVIS GENERAL HOSPITAL","1102 ROSE STREET ","PRENTISS","MS","39474","Jefferson Davis","Hours of physical-restraint use","0.00","0","1571","","Hours of seclusion","0.00","0","1571","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","120","120","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.17%","107","120","","Alcohol Use Screening","46.72%","57","122","","Tobacco Use Screening","90.98%","111","122","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","19","","0.00%","0","19","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","Not Available","Not Available","Not Available","1","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2015","03/31/2016"
"251337","TIPPAH COUNTY HOSPITAL","1005 CITY AVE NORTH ","RIPLEY","MS","38663","Tippah","Hours of physical-restraint use","0.00","0","430","","Hours of seclusion","0.00","0","430","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","13","13","","Post-discharge continuing care plan created","93.55%","29","31","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","51.61%","16","31","","Alcohol Use Screening","90.32%","28","31","","Tobacco Use Screening","90.32%","28","31","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2014","06/30/2015","Influenza Immunization","61.29%","19","31","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2015","03/31/2016"
"254005","PARKWOOD BEHAVIORAL HEALTH SYSTEM","8135 GOODMAN ROAD ","OLIVE BRANCH","MS","38654","DeSoto","Hours of physical-restraint use","0.07","42.88","25683","","Hours of seclusion","0.00","3","25683","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.45%","1059","1098","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.08%","1011","1098","","Alcohol Use Screening","99.12%","226","228","","Tobacco Use Screening","95.15%","216","227","","Tobacco Use Treatment (during the hospital stay)","75.76%","100","132","","9.85%","13","132","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","39.75%","95","239","","20.50%","49","239","","07/01/2014","06/30/2015","Influenza Immunization","84.17%","303","360","","Healthcare Personnel Influenza Vaccination","47","186","393","","10/01/2015","03/31/2016"
"254007","BRENTWOOD BEHAVIORAL HEALTHCARE OF MS","3531 EAST LAKELAND DRIVE ","FLOWOOD","MS","39232","Rankin","Hours of physical-restraint use","0.02","14.15","27294","","Hours of seclusion","0.05","35.43","27294","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.66%","880","883","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.66%","827","883","","Alcohol Use Screening","98.61%","142","144","","Tobacco Use Screening","95.83%","138","144","","Tobacco Use Treatment (during the hospital stay)","90.12%","73","81","","71.60%","58","81","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.36%","62","112","","25.89%","29","112","","07/01/2014","06/30/2015","Influenza Immunization","90.17%","321","356","","Healthcare Personnel Influenza Vaccination","82","265","323","","10/01/2015","03/31/2016"
"254008","SOUTH MISSISSIPPI STATE HOSPITAL","823 HIGHWAY 589 ","PURVIS","MS","39475","Lamar","Hours of physical-restraint use","0.13","48.2","15372","","Hours of seclusion","0.25","90.73","15372","","Patients discharged on multiple antipsychotic medications with appropriate justification","34.31%","70","204","","Post-discharge continuing care plan created","94.52%","621","657","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.78%","603","657","","Alcohol Use Screening","97.65%","623","638","","Tobacco Use Screening","100.00%","638","638","","Tobacco Use Treatment (during the hospital stay)","67.14%","282","420","","52.14%","219","420","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.94%","67","129","","24.03%","31","129","","07/01/2014","06/30/2015","Influenza Immunization","49.29%","173","351","","Healthcare Personnel Influenza Vaccination","55","76","138","","10/01/2015","03/31/2016"
"254009","NORTH MISSISSIPPI STATE HOSPITAL","1937 BRIAR RIDGE RD ","TUPELO","MS","38804","Lee","Hours of physical-restraint use","0.20","72.18","14840","","Hours of seclusion","0.57","201.45","14840","","Patients discharged on multiple antipsychotic medications with appropriate justification","92.11%","70","76","","Post-discharge continuing care plan created","98.20%","491","500","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.40%","472","500","","Alcohol Use Screening","99.81%","519","520","","Tobacco Use Screening","96.34%","500","519","","Tobacco Use Treatment (during the hospital stay)","66.25%","214","323","","54.80%","177","323","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","20.59%","21","102","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","84.27%","209","248","","Healthcare Personnel Influenza Vaccination","84","217","258","","10/01/2015","03/31/2016"
"254010","MS STATE HOSPITAL-WHITFIELD","3550 HIGHWAY 468 WEST ","WHITFIELD","MS","39193","Rankin","Hours of physical-restraint use","0.11","130.47","51116","","Hours of seclusion","0.50","613.43","51116","","Patients discharged on multiple antipsychotic medications with appropriate justification","80.43%","111","138","","Post-discharge continuing care plan created","92.53%","842","910","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.33%","822","910","","Alcohol Use Screening","96.55%","812","841","","Tobacco Use Screening","58.86%","495","841","","Tobacco Use Treatment (during the hospital stay)","97.23%","316","325","","59.38%","193","325","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","68.89%","268","389","","Healthcare Personnel Influenza Vaccination","35","853","2406","","10/01/2015","03/31/2016"
"260005","SSM ST JOSEPH HEALTH CENTER","300 1ST CAPITOL DR ","SAINT CHARLES","MO","63301","Not Available","Hours of physical-restraint use","0.18","77.18","18271","","Hours of seclusion","0.08","36.91","18271","","Patients discharged on multiple antipsychotic medications with appropriate justification","71.82%","79","110","","Post-discharge continuing care plan created","83.21%","659","792","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","79.55%","630","792","","Alcohol Use Screening","99.57%","463","465","","Tobacco Use Screening","92.69%","431","465","","Tobacco Use Treatment (during the hospital stay)","80.12%","137","171","","73.10%","125","171","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.16%","88","172","","22.67%","39","172","","07/01/2014","06/30/2015","Influenza Immunization","98.29%","287","292","","Healthcare Personnel Influenza Vaccination","95","426","447","","10/01/2015","03/31/2016"
"260015","TWIN RIVERS REGIONAL MEDICAL CENTER","1301 1ST ST ","KENNETT","MO","63857","Not Available","Hours of physical-restraint use","0.02",".58","1015","","Hours of seclusion","0.00","0","1015","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","74.31%","81","109","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","61.47%","67","109","","Alcohol Use Screening","89.69%","87","97","","Tobacco Use Screening","100.00%","108","108","","Tobacco Use Treatment (during the hospital stay)","94.74%","36","38","","57.89%","22","38","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.18%","15","22","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","Not Available","Not Available","Not Available","1","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2015","03/31/2016"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST ","ROLLA","MO","65401","Phelps","Hours of physical-restraint use","0.00","0","6378","","Hours of seclusion","0.00","0","6378","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","47.41%","110","232","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","34.05%","79","232","","Alcohol Use Screening","98.51%","464","471","","Tobacco Use Screening","99.79%","469","470","","Tobacco Use Treatment (during the hospital stay)","100.00%","318","318","","45.28%","144","318","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.25%","63","112","","14.29%","16","112","","07/01/2014","06/30/2015","Influenza Immunization","86.30%","126","146","","Healthcare Personnel Influenza Vaccination","96","49","51","","10/01/2015","03/31/2016"
"260020","MERCY HOSPITAL ST LOUIS","615 S NEW BALLAS RD ","SAINT LOUIS","MO","63141","Not Available","Hours of physical-restraint use","0.24","91.72","15869","","Hours of seclusion","0.08","29.5","15869","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","62.86%","413","657","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","47.79%","314","657","","Alcohol Use Screening","99.15%","351","354","","Tobacco Use Screening","96.31%","339","352","","Tobacco Use Treatment (during the hospital stay)","77.06%","131","170","","63.53%","108","170","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.17%","235","372","","34.68%","129","372","","07/01/2014","06/30/2015","Influenza Immunization","99.32%","147","148","","Healthcare Personnel Influenza Vaccination","93","106","114","","10/01/2015","03/31/2016"
